id,fecha_evento,planeado,evento,lugar,intrusion
18,10/30/2021,true,India X-ray Papa Victor Foxtrot Mike Oscar Zulu Uniform Golf November Whiskey Quebec,AS,false
19,7/8/2021,true,Echo Oscar X-ray Sierra Mike Victor Delta Quebec Zulu Tango Hotel Papa India Golf Uniform,AF,false
20,7/24/2021,true,Juliett Bravo Oscar Kilo Zulu Yankee November Papa Mike Victor Delta X-ray Lima Golf Quebec Sierra Echo Romeo Charlie,SA,false
21,8/12/2021,true,Sierra Foxtrot Juliett Delta Uniform Bravo November Quebec Papa Golf Echo Romeo Yankee Lima Tango Zulu Whiskey Alfa Oscar X-ray,SA,true
22,11/21/2021,true,Lima Quebec Victor Whiskey Hotel Yankee Golf Kilo Tango Sierra Romeo Papa Bravo Alfa Mike,NA,true
23,10/11/2021,true,Romeo Golf Oscar Victor X-ray Bravo Quebec Echo November Hotel Foxtrot Kilo,NA,false
24,7/5/2021,true,Oscar Echo Juliett Kilo Foxtrot Papa Lima Yankee Charlie Sierra,NA,true
25,10/29/2021,true,India Bravo Zulu Whiskey November Hotel Mike X-ray Quebec Sierra Foxtrot Alfa Juliett Uniform Romeo Echo Papa,AS,true
26,12/8/2021,true,Bravo Yankee Oscar Sierra Golf Victor Romeo Papa Quebec Charlie Mike Tango Uniform,AS,true
27,12/8/2021,false,Sierra Uniform Kilo Hotel Mike India Yankee Lima Delta Oscar X-ray Bravo Quebec Whiskey Romeo,SA,false
28,9/5/2021,true,Echo India Charlie Hotel Lima Sierra Whiskey Oscar Yankee Uniform Victor Papa Romeo Mike Zulu Golf November Kilo Bravo Tango,EU,false
29,8/27/2021,true,Uniform Mike Oscar Zulu Kilo X-ray Quebec Tango India Papa,AS,true
30,11/9/2021,true,Delta Charlie Golf Alfa Bravo Oscar Foxtrot Lima X-ray Juliett Uniform November Romeo Tango Zulu Whiskey Papa Victor,SA,false
31,11/24/2021,false,Oscar Quebec Uniform Sierra Golf Mike Echo Charlie Hotel Yankee Delta Whiskey,AS,true
32,11/18/2021,true,Victor Mike Lima Delta Bravo Kilo Charlie Uniform Juliett Golf Sierra,OC,false
33,8/7/2021,false,Hotel Golf Charlie Alfa Lima Kilo Papa Foxtrot Quebec Zulu Mike Romeo Bravo Tango Delta Victor X-ray Uniform,EU,false
34,7/11/2021,false,Juliett Bravo India Yankee Papa Lima Uniform Charlie Whiskey Mike X-ray Delta,OC,true
35,12/7/2021,false,Zulu Victor X-ray Echo Quebec Whiskey Lima Uniform Charlie Tango Bravo Foxtrot Yankee India Papa Alfa Juliett Sierra,AS,false
36,12/3/2021,false,Hotel Delta Alfa India Uniform Papa Oscar Tango Kilo Mike Charlie Echo Victor Yankee X-ray,EU,true
37,10/15/2021,true,Mike Zulu Juliett Alfa Kilo Whiskey Bravo X-ray Golf Papa Delta Uniform Quebec November Romeo India Sierra Hotel Tango,NA,true
38,11/23/2021,false,Juliett Whiskey Foxtrot Charlie Bravo Golf X-ray Uniform Romeo Alfa Hotel Kilo Quebec Sierra Papa Victor November India,AS,true
39,11/10/2021,false,Oscar November Mike Tango Bravo Lima Golf Kilo Yankee Romeo Uniform Hotel Zulu Papa Echo India,AF,false
40,10/27/2021,true,Golf Romeo Oscar Victor Whiskey Juliett Charlie Hotel Mike Tango Sierra Bravo Lima Alfa,NA,false
41,9/23/2021,false,Kilo Delta Tango Oscar Golf Uniform Foxtrot Whiskey Sierra Victor Echo Lima Alfa Mike Yankee Bravo Romeo,NA,true
42,10/17/2021,true,X-ray Romeo India November Quebec Uniform Bravo Delta Echo Sierra Whiskey Kilo Mike Yankee,NA,false
43,7/10/2021,false,Quebec X-ray Victor Romeo Whiskey Alfa Oscar Lima Hotel Tango Bravo,NA,true
44,11/25/2021,true,Alfa Kilo Quebec Victor Bravo Yankee Sierra Romeo Hotel Whiskey November,EU,false
45,12/13/2021,false,Hotel Victor Romeo Lima Juliett Bravo Alfa Quebec India Tango Charlie Echo X-ray Mike Delta Papa November Yankee Uniform Sierra,AS,true
46,9/15/2021,false,Foxtrot Tango Sierra Quebec Charlie X-ray Oscar Alfa Kilo Victor Golf Yankee Romeo Mike Echo November,AF,false
47,11/18/2021,false,Sierra Lima Uniform Hotel Kilo Bravo November Victor Papa Delta Echo,AS,true
48,8/23/2021,true,Sierra Zulu Oscar Hotel Delta India Bravo Golf Lima Alfa Quebec,OC,false
49,10/18/2021,false,Kilo Lima Golf Romeo Zulu Quebec Bravo Oscar Alfa India Delta Juliett Tango,AS,true
50,8/21/2021,false,Bravo Papa Oscar Kilo Charlie Mike Zulu Hotel Echo Tango Uniform Victor Whiskey Foxtrot Juliett,AS,true
51,8/21/2021,false,Charlie Uniform Bravo November Yankee Golf Zulu Romeo Oscar Echo Delta Whiskey Mike Lima Hotel Quebec India Alfa,NA,true
52,8/9/2021,false,X-ray Papa Golf Lima Delta India Alfa November Mike Echo Bravo Hotel Uniform Oscar Kilo Whiskey Sierra Quebec Romeo,NA,true
53,7/22/2021,true,Whiskey Yankee Charlie Romeo India November Echo Mike Golf Tango Oscar Victor,EU,false
54,12/17/2021,true,Romeo Echo Sierra Zulu X-ray Kilo Bravo Foxtrot Oscar Whiskey Victor Delta November Uniform Alfa Hotel Lima Quebec Juliett,AF,true
55,11/29/2021,true,Victor Delta Juliett Yankee Whiskey Sierra Echo Uniform Tango India Hotel,AS,true
56,9/30/2021,false,Whiskey India Papa X-ray Delta Kilo Golf Hotel Yankee Zulu Lima Foxtrot Oscar Alfa Romeo Charlie Quebec Mike Victor,EU,false
57,11/5/2021,false,Golf Bravo X-ray India Sierra Quebec Tango Lima Mike Delta Yankee Kilo Foxtrot Juliett Zulu Alfa Victor Hotel Whiskey,AS,false
58,7/9/2021,false,Uniform Foxtrot Zulu Juliett Sierra Lima Bravo Charlie Mike Echo,NA,false
59,8/30/2021,true,Bravo Papa Juliett Whiskey Romeo Charlie Delta Foxtrot Zulu Lima Victor,AF,false
60,12/30/2021,true,Oscar Alfa Victor Bravo Zulu Sierra Charlie X-ray Golf Foxtrot Yankee,EU,true
61,10/7/2021,false,Mike Whiskey Romeo Oscar Delta Kilo India Papa Lima Uniform Tango Echo Zulu November Sierra Alfa Bravo,AS,false
62,7/30/2021,false,Kilo Charlie Romeo Uniform Sierra Papa November Delta Victor Juliett Echo Quebec Oscar Bravo Alfa Lima India Zulu,SA,true
63,11/4/2021,false,Papa Lima Kilo Yankee Sierra Bravo Romeo Quebec Golf Tango November Uniform Victor X-ray Juliett,AS,true
64,8/31/2021,true,Sierra Victor Delta Juliett Alfa Echo Zulu November Tango Foxtrot Charlie Whiskey Yankee Kilo Lima Romeo,EU,true
65,9/19/2021,false,Golf Romeo Alfa Whiskey Sierra Juliett November Charlie Yankee India Delta Zulu Lima Uniform Victor Quebec Kilo Tango Oscar X-ray,SA,false
66,11/20/2021,true,Zulu Foxtrot Quebec X-ray Delta Mike Uniform Hotel Charlie Romeo,NA,false
67,11/9/2021,false,Tango Echo Zulu Juliett Alfa Uniform Sierra India Lima November Hotel Bravo Quebec Delta Victor Oscar,NA,true
68,11/4/2021,true,Bravo Juliett Lima Echo Quebec Delta Mike Whiskey Hotel Papa Yankee Uniform Victor Kilo Romeo Foxtrot Alfa India Golf,NA,true
69,12/19/2021,true,Foxtrot Juliett Charlie Yankee Victor Whiskey Sierra Alfa Kilo Golf Uniform Lima Delta Tango Echo Oscar,EU,false
70,7/2/2021,false,Victor Echo November Golf Papa Alfa Whiskey Quebec Sierra X-ray India Foxtrot Tango Zulu Uniform Oscar Delta Kilo Yankee,AS,false
71,7/11/2021,false,Golf Tango Whiskey Foxtrot Charlie X-ray Kilo India Bravo Hotel Papa Delta Victor,AF,false
72,8/13/2021,false,Delta Mike Kilo Foxtrot Whiskey Quebec Alfa Lima Juliett Uniform Romeo Papa Sierra Oscar,AS,false
73,10/27/2021,false,X-ray Romeo Oscar November Papa Delta Alfa Echo Yankee Charlie Mike Uniform Kilo Hotel Victor Quebec Whiskey Foxtrot Juliett Zulu,AF,true
74,10/19/2021,true,Echo Golf Juliett Alfa Sierra Tango Charlie Whiskey Victor Uniform India Lima Zulu Yankee Delta,AS,false
75,7/5/2021,false,Whiskey Victor Alfa Bravo Oscar Foxtrot Yankee Charlie Uniform Quebec Lima Tango X-ray India Hotel Zulu Sierra Romeo Golf Kilo,SA,false
76,11/13/2021,false,Alfa November Kilo X-ray Romeo Lima Zulu Golf Uniform Bravo Oscar Tango Yankee Quebec Sierra Foxtrot Delta,OC,true
77,9/14/2021,false,Kilo Romeo Papa Foxtrot Sierra X-ray November Victor India Whiskey Delta Lima Uniform Hotel Echo Bravo,NA,false
78,9/23/2021,false,Yankee India Tango Zulu Romeo Echo Bravo X-ray Sierra Foxtrot Lima Mike Delta Victor,EU,false
79,11/22/2021,true,Whiskey Charlie Papa Kilo Victor Bravo Quebec November Juliett Hotel,OC,true
80,9/26/2021,false,Golf X-ray Papa Delta Romeo November Charlie Quebec Victor Alfa Whiskey Sierra Lima Yankee Bravo Foxtrot Uniform Hotel Kilo,NA,true
81,7/10/2021,false,Lima Foxtrot Bravo Alfa Mike Yankee Kilo Juliett Sierra Romeo Delta Papa Oscar India Quebec Zulu November Victor Hotel Echo,EU,true
82,12/28/2021,true,Sierra November Hotel Oscar Yankee Bravo Alfa Whiskey Echo Delta,OC,false
83,10/19/2021,false,Lima Uniform Papa X-ray Echo Juliett Charlie Kilo Delta Tango Victor Bravo Alfa Sierra,AS,true
84,10/20/2021,true,Lima Uniform Oscar Victor Echo Yankee November Sierra Charlie Bravo Papa India,NA,false
85,10/26/2021,false,Juliett Golf Romeo Tango Alfa Quebec Sierra Zulu Charlie Uniform Hotel Yankee X-ray,NA,false
86,12/5/2021,true,India Sierra Yankee Oscar X-ray Lima Hotel Papa Quebec Alfa Bravo Golf Juliett November Whiskey Charlie,SA,true
87,7/31/2021,true,Zulu Kilo Sierra Golf Delta Juliett Yankee X-ray India Romeo Foxtrot Victor Echo,AS,true
88,7/4/2021,true,Bravo Papa Victor Lima X-ray Quebec Alfa Hotel Delta Charlie Mike Sierra Whiskey Uniform Kilo Foxtrot Oscar Echo,SA,true
89,10/31/2021,true,Zulu Yankee Juliett Alfa Mike Golf Romeo India Sierra Hotel Foxtrot November Tango Quebec,OC,true
90,10/2/2021,false,Bravo Victor Sierra X-ray Romeo Uniform Foxtrot Whiskey Oscar Lima Tango Kilo,NA,false
91,10/9/2021,true,Golf Hotel Papa Echo Alfa Quebec Kilo Zulu Sierra Charlie,AS,false
92,7/3/2021,false,Mike Kilo Lima Oscar Delta Yankee November Uniform Zulu Victor Sierra Papa Hotel Juliett Echo Romeo Quebec,AF,true
93,10/21/2021,false,Golf Zulu Delta Foxtrot Kilo Papa Uniform Mike Sierra Hotel Romeo Yankee Alfa November Charlie India,SA,false
94,10/2/2021,true,Golf Tango Sierra Victor India Delta Yankee Kilo Foxtrot Quebec X-ray Papa Charlie Whiskey Echo Hotel Mike Uniform,SA,true
95,10/17/2021,true,Whiskey Tango Yankee Hotel Quebec Uniform Foxtrot X-ray Kilo Juliett Echo Papa Oscar Mike Victor Lima India Sierra Charlie,OC,true
96,8/26/2021,true,Zulu Delta Whiskey Hotel Kilo Foxtrot X-ray Tango India Quebec Charlie Juliett,NA,false
97,12/7/2021,false,Echo Zulu November Lima Delta Foxtrot Uniform Hotel X-ray Oscar,OC,true
98,7/1/2021,true,Oscar Sierra X-ray Charlie Echo Papa Uniform Alfa Zulu Juliett Romeo Mike Foxtrot,EU,false
99,10/17/2021,false,X-ray Alfa Mike Tango Romeo Delta Whiskey Lima Sierra Zulu Juliett Foxtrot Yankee India Charlie,OC,false
100,12/28/2021,true,Delta Charlie Papa Hotel Mike Tango Kilo Romeo Victor Yankee Alfa Uniform X-ray Juliett Oscar Bravo November Golf,NA,true
101,9/7/2021,false,Quebec Hotel Romeo Juliett Sierra Alfa Golf Victor Uniform Charlie Echo November Foxtrot Yankee Kilo India Delta Mike Lima,NA,true
102,8/5/2021,false,Tango Foxtrot Mike Quebec Charlie Echo Whiskey Romeo Kilo Sierra India Hotel Delta November,OC,true
103,11/18/2021,true,Tango Alfa Lima X-ray Echo Foxtrot Uniform Sierra Whiskey Mike November Papa Charlie Zulu,OC,true
104,8/10/2021,false,Foxtrot Yankee X-ray Lima Oscar India Charlie Golf Sierra Mike Zulu,NA,true
105,10/5/2021,true,India Sierra Delta Yankee Uniform Golf X-ray Charlie Oscar Hotel Papa Echo,SA,true
106,11/27/2021,false,Echo November Alfa Mike Hotel X-ray Whiskey Yankee Papa Romeo Victor Quebec Charlie Sierra Kilo,NA,true
107,7/24/2021,false,Bravo Oscar Tango Lima X-ray Papa Mike Juliett Zulu Echo Kilo Alfa Delta Victor Romeo Charlie India Quebec Golf Sierra,NA,false
108,10/5/2021,true,Mike Bravo Kilo November Tango Yankee Sierra Victor Papa Charlie Echo Alfa India X-ray Lima,OC,false
109,11/25/2021,false,Hotel November Mike Sierra Whiskey Oscar Kilo Romeo Foxtrot Charlie X-ray Lima Alfa,AS,true
110,7/2/2021,false,Quebec Sierra Tango X-ray Papa Lima Delta India Romeo Alfa Echo Uniform Hotel Juliett Foxtrot Kilo Bravo Zulu November Oscar,EU,true
111,11/4/2021,false,Hotel Uniform Golf Quebec X-ray Zulu Echo India Yankee Bravo November Tango Lima Juliett Foxtrot Romeo Kilo Whiskey Charlie Oscar,NA,false
112,7/5/2021,false,Tango Yankee Golf Mike Uniform Hotel Victor Lima Zulu Quebec Whiskey Echo Bravo Foxtrot Alfa X-ray,NA,false
113,12/8/2021,false,Bravo Mike Yankee Kilo X-ray Romeo Juliett Tango Lima Hotel Charlie Echo Quebec Delta Papa Zulu,NA,true
114,12/8/2021,false,Bravo Juliett Sierra Echo Zulu Kilo Quebec Romeo Alfa Delta Mike Charlie India X-ray,SA,false
115,8/1/2021,false,Zulu Whiskey Sierra Papa Hotel Delta Mike Charlie Echo X-ray,NA,false
116,8/26/2021,true,Bravo Echo Yankee Papa Kilo Romeo India Hotel Golf Delta Uniform Juliett Charlie Oscar November Foxtrot Zulu Quebec Mike Lima,NA,true
117,11/15/2021,true,Golf Bravo Whiskey Sierra Papa Alfa Mike Zulu India Victor Charlie Lima Quebec Uniform X-ray Echo Juliett Delta Romeo,EU,true
118,10/29/2021,false,India Mike November Uniform Hotel Quebec Juliett Papa Whiskey Charlie Sierra Alfa,EU,true
119,9/24/2021,false,Sierra Romeo Charlie Uniform Victor Mike Kilo Lima India Juliett X-ray Alfa Golf Quebec,NA,false
120,10/19/2021,true,Hotel Alfa Quebec Golf Kilo Whiskey Oscar Uniform Juliett Charlie Tango X-ray Zulu November,SA,true
121,9/10/2021,true,Charlie Yankee Sierra Alfa Hotel Mike Lima Victor Tango Foxtrot,OC,true
122,10/13/2021,true,Mike Bravo November Sierra Quebec Zulu Golf Papa Victor Kilo Whiskey Juliett Uniform Oscar,SA,true
123,10/17/2021,false,Alfa Bravo Oscar Foxtrot Sierra Kilo Mike India Yankee Delta Tango Juliett Whiskey Lima,OC,false
124,12/19/2021,true,Lima Sierra Yankee Mike Echo X-ray Romeo India Uniform Papa Delta Victor Juliett,NA,true
125,10/13/2021,true,Papa Quebec Alfa Kilo Hotel Echo Oscar Charlie November Juliett Uniform Yankee Delta Victor Sierra Romeo Lima Golf Bravo X-ray,AS,true
126,8/14/2021,false,Oscar Kilo Quebec Tango India Whiskey Golf Sierra Yankee Juliett Romeo Papa Victor Bravo Hotel Foxtrot Mike,OC,true
127,7/21/2021,false,Echo Yankee Uniform Mike Romeo Victor Whiskey India November Sierra Charlie Zulu Hotel,NA,true
128,9/20/2021,true,Delta Foxtrot Lima X-ray Hotel Uniform November Golf Juliett Victor Oscar Sierra Romeo,NA,true
129,8/29/2021,false,Tango X-ray Hotel Sierra Mike Juliett Echo Charlie November Foxtrot Alfa Quebec Victor Romeo Delta Oscar,AS,true
130,10/11/2021,true,Delta Tango Echo Bravo Whiskey Mike Yankee Golf Charlie X-ray November Papa Uniform Juliett Lima,OC,true
131,11/21/2021,false,Zulu Kilo Uniform India Bravo Charlie Echo Lima Yankee Victor Foxtrot Sierra,AS,false
132,11/24/2021,true,Kilo Papa Victor November Juliett Alfa Lima India Uniform Quebec Yankee Oscar Zulu Bravo Golf,OC,false
133,7/26/2021,true,Tango Uniform Delta Hotel November Golf Quebec Kilo Sierra Mike,AS,true
134,7/2/2021,false,Echo Delta Foxtrot Romeo Juliett Alfa Bravo Kilo Charlie Golf Uniform Sierra Zulu Oscar Papa Lima,EU,true
135,9/2/2021,false,Romeo Echo Alfa Charlie Zulu Lima Sierra Quebec Papa Tango Uniform Yankee Whiskey Kilo Mike X-ray Hotel,EU,true
136,9/12/2021,true,Zulu Victor Delta Quebec Hotel Alfa Golf Lima Whiskey Charlie Foxtrot Juliett X-ray,AS,true
137,9/23/2021,false,Juliett Romeo X-ray Papa Sierra Mike Victor Whiskey November Foxtrot Zulu Echo Bravo Tango Yankee Lima Quebec Alfa,AS,false
138,12/18/2021,false,Charlie Romeo Sierra Oscar Delta November Echo Zulu Alfa Lima Whiskey Hotel Mike Tango Bravo Quebec Uniform,EU,false
139,10/11/2021,true,Yankee Golf Hotel Whiskey November Charlie India Kilo Echo Romeo Zulu Uniform Victor,NA,false
140,9/21/2021,true,November Victor Zulu X-ray Whiskey Uniform India Lima Alfa Hotel Charlie Echo Quebec Kilo Papa Oscar,NA,false
141,7/26/2021,false,Oscar Papa Alfa Charlie Sierra Golf Lima Hotel Juliett Delta Tango Foxtrot Mike India Echo X-ray Bravo November Zulu,AF,false
142,10/15/2021,true,Victor Yankee India Whiskey Echo Hotel Foxtrot Golf Sierra Alfa Juliett Tango Uniform Mike,EU,false
143,11/5/2021,true,India Delta Zulu Charlie Romeo November Victor Papa X-ray Juliett Lima Tango Yankee Alfa,NA,true
144,9/3/2021,true,Whiskey Kilo Zulu X-ray Bravo Oscar Sierra Alfa Juliett India Quebec Mike Romeo Foxtrot Charlie Golf,SA,true
145,8/20/2021,false,Oscar Papa Victor Zulu Echo Delta Kilo Tango Golf Juliett Quebec Foxtrot Hotel Uniform Lima,OC,false
146,9/20/2021,false,Delta Lima India X-ray Mike Charlie Zulu Tango Echo Alfa Oscar Whiskey Sierra Yankee Foxtrot Victor Kilo Papa Juliett Golf,AS,true
147,10/22/2021,false,Golf Kilo Delta Bravo Papa Oscar Yankee November Zulu Uniform,OC,false
148,12/9/2021,false,Kilo Yankee Papa Bravo Mike Lima X-ray Zulu Alfa Victor Foxtrot Oscar,AF,false
149,12/20/2021,false,Kilo Juliett Yankee Delta Alfa Bravo X-ray Hotel Tango Charlie Oscar Uniform Papa November Romeo Zulu India Golf Mike,SA,false
150,10/28/2021,false,Lima X-ray Echo Whiskey Juliett Foxtrot Mike Victor Bravo Zulu Yankee Papa Hotel Tango Charlie Uniform Delta Alfa Sierra Romeo,NA,false
151,8/9/2021,true,Victor Yankee Golf Uniform Hotel Tango Bravo Juliett X-ray Delta Whiskey India Quebec Zulu Charlie November Papa,EU,false
152,10/22/2021,false,Victor Romeo Hotel India Mike Uniform Charlie Zulu Oscar Delta Whiskey Alfa Sierra Bravo Kilo Yankee Foxtrot November,NA,false
153,8/18/2021,true,Mike Alfa Sierra November Juliett Zulu Hotel Tango Yankee Golf Romeo Bravo Papa,NA,true
154,12/9/2021,false,Tango Foxtrot November India Sierra Zulu Charlie Echo Whiskey Yankee Bravo Hotel Quebec Romeo,NA,false
155,10/13/2021,true,Zulu X-ray India Victor Romeo Whiskey Tango Juliett Golf Lima Kilo Quebec,NA,false
156,8/23/2021,true,Mike Sierra Golf Bravo Whiskey Echo Victor Foxtrot Oscar Romeo Quebec Hotel X-ray Uniform Juliett Papa,NA,false
157,9/18/2021,false,Victor Delta Sierra Tango Whiskey Echo X-ray Hotel India Lima Charlie Papa Uniform Foxtrot Romeo Golf Mike Bravo,NA,false
158,12/29/2021,true,Victor Charlie India Oscar Mike Quebec Papa November Romeo Yankee,NA,false
159,12/5/2021,true,Alfa Zulu Bravo Charlie Oscar X-ray Romeo Yankee India Quebec Delta Golf Foxtrot,OC,true
160,8/10/2021,true,Mike Papa Tango Lima Charlie Romeo Hotel Kilo Golf Oscar X-ray Echo Victor Juliett November Foxtrot Yankee Whiskey Delta,OC,true
161,8/17/2021,false,Yankee Hotel November Papa Sierra Zulu Bravo X-ray Quebec Romeo,NA,false
162,8/8/2021,false,Papa Bravo Delta Victor Tango Oscar Juliett Quebec Uniform Romeo,NA,true
163,7/23/2021,true,Lima Juliett Mike Hotel X-ray Papa Zulu Whiskey November Yankee Tango Oscar Kilo Delta Charlie Quebec India Romeo Bravo,OC,false
164,11/20/2021,false,Papa Whiskey Bravo Tango Foxtrot Lima Echo Juliett India Quebec Delta,OC,true
165,8/12/2021,true,Quebec Papa Delta Victor Kilo Charlie Sierra Zulu November Bravo Tango Lima Uniform India Echo Foxtrot,NA,true
166,8/6/2021,true,Yankee Lima Victor Sierra Charlie Juliett Echo Foxtrot Papa Kilo Oscar Delta Zulu,EU,true
167,12/14/2021,false,Tango Delta Victor Oscar Juliett Uniform Yankee X-ray Charlie Foxtrot Quebec Sierra Kilo,SA,false
168,11/7/2021,false,Juliett Charlie Delta Romeo Yankee Uniform Foxtrot Tango Quebec Zulu Whiskey India Victor Lima,SA,true
169,7/5/2021,false,Tango Papa Kilo Victor Echo Foxtrot Juliett Hotel Whiskey Zulu Mike Uniform Golf,NA,true
170,12/22/2021,true,India Delta November Oscar Hotel Quebec Alfa X-ray Mike Charlie Romeo Zulu Uniform Tango Bravo Lima Juliett Whiskey Papa Golf,NA,true
171,9/30/2021,true,Papa Tango Whiskey Bravo Charlie Juliett India Mike Hotel Zulu,NA,false
172,12/14/2021,true,X-ray Quebec Bravo Sierra Tango Echo Foxtrot Charlie India Romeo Zulu Whiskey Oscar Mike Delta,AS,true
173,8/25/2021,true,Alfa Zulu Quebec Romeo Delta Victor Uniform Lima Kilo Papa November Echo Bravo Mike,OC,true
174,8/18/2021,true,Juliett Tango Oscar Papa Victor November Romeo Golf Kilo Sierra Lima Alfa Zulu Uniform Whiskey Charlie Mike,EU,false
175,9/1/2021,true,Lima Alfa Papa Golf Sierra Quebec Kilo Zulu Victor Bravo Foxtrot India,EU,true
176,12/20/2021,true,Victor Oscar Juliett Whiskey Echo Quebec Hotel Lima Golf Papa India Romeo X-ray Mike Sierra Yankee Charlie,NA,true
177,12/10/2021,false,Hotel Bravo India November Quebec Juliett Papa Zulu Uniform Mike X-ray Golf Oscar Alfa Yankee Tango Romeo,SA,false
178,11/27/2021,true,Victor Echo Lima Sierra Uniform Kilo Zulu Quebec November India Hotel Whiskey Romeo Foxtrot Delta Golf X-ray,NA,true
179,7/13/2021,false,India Charlie Mike Uniform X-ray Echo Delta Victor Papa Whiskey Yankee Lima Zulu,EU,false
180,12/4/2021,true,Romeo Quebec Mike Yankee Juliett Zulu Alfa Echo Kilo Tango Lima Golf,NA,false
181,12/25/2021,false,Echo Romeo Bravo X-ray Yankee Papa Alfa Zulu Whiskey Delta,AS,false
182,8/31/2021,false,Quebec Victor Tango Golf Romeo Zulu Lima Bravo Mike Sierra November Papa Uniform Foxtrot Charlie Alfa Oscar Kilo Delta,NA,false
183,7/14/2021,true,Uniform Yankee Oscar Tango Romeo Bravo Lima X-ray Victor Alfa Juliett Mike Foxtrot November Zulu Papa Quebec Whiskey,OC,false
184,10/27/2021,true,Golf Juliett Whiskey Sierra Bravo Lima November Charlie X-ray Yankee Kilo Alfa,AF,true
185,7/13/2021,false,Yankee Delta Zulu X-ray Romeo Sierra Papa Whiskey Lima Uniform Alfa Charlie India Victor Oscar Hotel Foxtrot,AS,false
186,10/11/2021,false,Kilo Whiskey Hotel Alfa Foxtrot Sierra November Quebec X-ray Yankee,OC,false
187,10/4/2021,false,Bravo Juliett Delta Sierra Romeo Victor Charlie Yankee Golf India Echo Alfa Papa Zulu Oscar Tango Hotel,AF,true
188,10/6/2021,false,Hotel Papa Echo Victor Foxtrot Tango Yankee Juliett Whiskey Delta Uniform X-ray Oscar Zulu Alfa Charlie Kilo Romeo Bravo Lima,AS,true
189,7/19/2021,false,Romeo Delta Oscar India Whiskey Sierra Yankee Echo Papa Hotel November Zulu X-ray Bravo Victor,NA,true
190,8/26/2021,true,Papa Whiskey Lima Zulu Juliett Kilo Victor India Delta Yankee November Bravo,NA,true
191,7/20/2021,false,Delta Echo Charlie Mike Whiskey Oscar X-ray Romeo Hotel Sierra Victor India Golf Lima Bravo Alfa,AF,true
192,8/2/2021,true,Alfa Quebec Echo Uniform Tango X-ray Lima Hotel Kilo Whiskey Papa Bravo India Yankee Golf Sierra,OC,true
193,8/21/2021,false,November Papa Quebec Tango Bravo India Oscar Victor Lima Mike Charlie Whiskey Foxtrot Zulu,AS,false
194,10/23/2021,false,Bravo Golf Charlie November Uniform Victor Mike Whiskey Kilo Delta Zulu Foxtrot Romeo Quebec Hotel Echo Juliett,SA,true
195,12/17/2021,false,Victor Charlie Lima Whiskey Bravo Juliett X-ray Zulu Sierra Mike Oscar Tango Foxtrot India,OC,false
